DOT,Legal_Name,Business_State,business_county,County ,ISS,Years_In_Business,Number Of Trucks ,Yearly Premium
3575843,BBS TRANSPORT LLC,FL,BROWARD,Normal,,1,1,15000
3576633,RDS DIAMOND ENTERPRISE INC,FL,DUVAL,Normal,,1,1,15000
3576902,7 ROAD WARRIORS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3577206,READY SET CARGO LLC,FL,BROWARD,Normal,,1,1,15000
3577206,READY SET CARGO LLC,FL,BROWARD,Normal,,1,1,15000
3577687,PERALTA TRANSPORTATION CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3578506,J REAL TRANSPORT INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3578516,PLP TRANSPORTATION LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3578517,AAA ADMINISTRATIVE SERVICES LLC,FL,DUVAL,Normal,,1,1,15000
3579092,FLASH FREIGHT LOGISTICS CORP,FL,ORANGE,Normal,,1,1,15000
3579306,ZOOM VANLINES LLC,FL,BROWARD,Normal,,1,1,15000
3580230,CJK HAULING LLC,FL,LAKE,Normal,,1,1,15000
3581444,DSF TRUCKING INC,FL,DUVAL,Normal,,1,1,15000
3581624,ONE DAY AT A TIME LLC,FL,MADISON,Normal,,1,1,15000
3582701,MLR TRUCKING LOGISTICS LLC,FL,BROWARD,Normal,,1,1,15000
3582994,PREFERRED TRANSPORT SERVICES LLC,FL,ORANGE,Normal,,1,1,15000
3584112,FRANCKES INC DBA CORAL MARINE,FL,LEE,Normal,,1,1,15000
3584320,ONE MISSION TRUCKING & LOGISTICS LLC,FL,BROWARD,Normal,,1,1,15000
3584561,OPEN ARMS EXPRESS LLC,FL,DUVAL,Normal,,1,1,15000
3585170,BLAKE EXPRESS LLC,IN,MARION,Normal,,1,1,15000
3586087,PREFERRED CHOICE LOGISTICS LLC,FL,OSCEOLA,Normal,,1,1,15000
3586632,MRJG LOGISTICS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3586941,DM & JOHNSON'S EXPRESS LLC,FL,ORANGE,Normal,,1,1,15000
3588926,PRS LOGISTICS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3589184,THE MANIFEST TRUCKING & LOGISTICS GROUP INC,FL,PASCO,Normal,,1,1,15000
3589539,MOMENTUM TRUCKING CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3591752,FREIGHT DRAGON LLC,FL,PALM BEACH,Normal,,1,1,15000
3591959,UNITY MOUNTAIN TRANSPORTATION LLC,FL,ORANGE,Normal,,1,1,15000
3592913,PECASERVICES TRANSPORTATION LLC,FL,OSCEOLA,Normal,,1,1,15000
3594299,BEAST MODE TRANSPORTATION LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3594656,RDV TRANSPORTATION LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3595259,MOLINA ONE INC,FL,HILLSBOROUGH,Normal,,1,1,15000
3595786,MAYEPINE LLC,FL,DUVAL,Normal,,1,1,15000
3596236,ERSKINE TRANSPORT LLC,FL,PUTNAM,Normal,,1,1,15000
3596467,VENUE2120 LLC,FL,OSCEOLA,Normal,,1,1,15000
3596619,I KNOW SOME GUYS TRUCKING LLC,FL,DUVAL,Normal,,1,1,15000
3596676,CROSS COUNTRY CONSTRUCTION SERVICES LLC,FL,BROWARD,Normal,,1,1,15000
3597156,ADELSI FELIX,FL,OSCEOLA,Normal,,1,1,15000
3597701,LEGNA EXPRESS CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3597889,JNN TRANSPORT LLC,FL,ORANGE,Normal,,1,1,15000
3598439,CHABASQUI INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3599756,SUPER SIX LOGISTICS LLC,FL,ORANGE,Normal,,1,1,15000
3600059,TRANSPORT 2020 LLC,FL,LEE,Normal,,1,1,15000
3600777,BULLET 63 TRANSPORT LLC,FL,BROWARD,Normal,,1,1,15000
3600951,YEA EXPRESS CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3601487,FLORIDA CENTRAL LOGISTICS LLC,FL,ORANGE,Normal,,1,1,15000
3601519,LOGISTICS 365 LLC,FL,BROWARD,Normal,,1,1,15000
3601636,TIRADO AUTO HAULER LLC,FL,LEE,Normal,,1,1,15000
3602048,CPBJ TRUCKING LLC,FL,BROWARD,Normal,,1,1,15000
3602988,EZ ROAD USA LLC,FL,POLK,Normal,,1,1,15000
3603472,WORLD KLASS CONNECT LLC,FL,ORANGE,Normal,,1,1,15000
3603965,AVELLES TRUCKING LLC,FL,PINELLAS,Normal,,1,1,15000
3603989,BRICKS CARRIERS LLC,TX,HARRIS,Normal,,1,1,15000
3604350,KG RELIABLE TRUCKING LLC,FL,VOLUSIA,Normal,,1,1,15000
3604860,FASTER ROAD TRUCKING INC,FL,ORANGE,Normal,,1,1,15000
3605299,V&E TRUCKING AND SONS LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3605376,SKINNY TRANSPORT CORP,FL,HILLSBOROUGH,Normal,,1,1,15000
3605449,MAXIMUM ADVANCE TRANSPORTATION LLC,FL,BROWARD,Normal,,1,1,15000
3605571,ENZO LOGISTICS INC,FL,SARASOTA,Normal,,1,1,15000
3605797,YAKLEO TRANSPORT EXPRES LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3605899,BROTHERS TRUCKING & TRANSPORT INC,FL,LEE,Normal,,1,1,15000
3606706,DGE WORLD EXPRESS LLC,FL,SAINT LUCIE,Normal,,1,1,15000
3607130,BLANCO TRUCKING CORP,FL,HILLSBOROUGH,Normal,,1,1,15000
3607369,ENSENDEO TRANSPORT LLC,FL,POLK,Normal,,1,1,15000
3607506,CONSTRUPROCA LLC,FL,ORANGE,Normal,,1,1,15000
3607624,S A EVANS INC,FL,PASCO,Normal,,1,1,15000
3607778,TAITES HAULING LLC,FL,MANATEE,Normal,,1,1,15000
3607858,DYNAMIC TRANSIT XXPRESS,FL,BROWARD,Normal,,1,1,15000
3608092,EXPRESS PARTOUT LLC,FL,BROWARD,Normal,,1,1,15000
3608940,BIBI TRANSPORTATION SERVICES LLC,FL,LEE,Normal,,1,1,15000
3609225,PATNEL TRUCKING LLC,FL,PALM BEACH,Normal,,1,1,15000
3609371,C1C LOGISTICS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3609598,2 COUSINS TRUCKIN LLC,FL,PUTNAM,Normal,,1,1,15000
3609654,VENTURE CARRIER LLC,FL,HIGHLANDS,Normal,,1,1,15000
3609661,WR & CO LLC,FL,POLK,Normal,,1,1,15000
3609685,JAD TRANSPORT LLC,FL,CHARLOTTE,Normal,,1,1,15000
3609773,FLORIDA TRADING INTERNATIONAL LLC,FL,OSCEOLA,Normal,,1,1,15000
3609966,DENSCOTT TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3610049,JVR LOGISTICS TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3610819,MENA TRUCKING & TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3611156,IN DUE TIME TRUCKING LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3611898,FN & KV INC,FL,HILLSBOROUGH,Normal,,1,1,15000
3612534,TYTADEN TRUCKING LLC,FL,PALM BEACH,Normal,,1,1,15000
3614028,FREIGHT FULL LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3614237,TRUEXPRESS LOGISTICS LLC,FL,BROWARD,Normal,,1,1,15000
3614707,DANNY BOY TRANSPORT SERVICES LLC,FL,OSCEOLA,Normal,,1,1,15000
3614725,SEAN THOMAS ENTERPRISE LLC,FL,ORANGE,Normal,,1,1,15000
3614970,AVA TRACE TRUCKING LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3615205,DG TRUCKING SOLUTIONS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3615393,BYEL FREIGHT SOLUTIONS LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3615913,PRESTIGE FREIGHT LINE LLC,FL,DUVAL,Normal,,1,1,15000
3616469,DY CARGO EXPRESS CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3616795,CD & W LIMITED LLC,FL,BROWARD,Normal,,1,1,15000
3617347,ALEX FREIGHT SERVICES LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3617465,Y&J LOGISTICS SERVICES CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3618005,R & A TRUCKING & LOGISTICS LLC,FL,BROWARD,Normal,,1,1,15000
3619406,DRIVE LINE EXPRESS LLC,FL,PASCO,Normal,,1,1,15000
3619524,JARRETT TRUCKING LLC,FL,BROWARD,Normal,,1,1,15000
3619845,HORSEMEN MOTOR SPORTS TRANSPORTATION LLC,FL,MARION,Normal,,1,1,15000
3620220,GLOBAL LOGISTICS SUPPLIER LLC,FL,PALM BEACH,Normal,,1,1,15000
3620638,SACRED COW LIVING LLC,FL,DUVAL,Normal,,1,1,15000
3621435,MBMG TRUCKING & TOWING LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3621534,MC & S LOGISTICS LLC,FL,BROWARD,Normal,,1,1,15000
3621738,NEWBY LOGISTICS,FL,DUVAL,Normal,,1,1,15000
3622102,RUNNERS LOGISTICS LLC,FL,OSCEOLA,Normal,,1,1,15000
3622129,PROPER BOAT TRANSPORT LLC,FL,PINELLAS,Normal,,1,1,15000
3622138,HAVA LINE INC,FL,BROWARD,Normal,,1,1,15000
3622386,E & J PRO TRUCKING LLC,FL,VOLUSIA,Normal,,1,1,15000
3622449,CTY TRANSPORTATION CORP,FL,PALM BEACH,Normal,,1,1,15000
3622545,JAELLE TRUCKING LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3622717,ROAD FORCE CA INC,FL,LEE,Normal,,1,1,15000
3623124,E SERRANO TRANSPORT CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3623249,JCG EXPRESS TRUCKING CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3623584,SGC LOGISTICS LLC,FL,OSCEOLA,Normal,,1,1,15000
3623772,VIAMONTES GROUP EXPRESS LLC,FL,SAINT LUCIE,Normal,,1,1,15000
3623960,MIGHTY ELEPHANT TRANSPORTATION LLC,FL,MANATEE,Normal,,1,1,15000
3624254,RUNNING XPRESS LLC,FL,PALM BEACH,Normal,,1,1,15000
3624256,PACK-MAN MOVING SERVICES LLC,FL,BROWARD,Normal,,1,1,15000
3624256,PACK-MAN MOVING SERVICES LLC,FL,BROWARD,Normal,,1,1,15000
3624977,BUTLER TRUCKING LLC,FL,CLAY,Normal,,1,1,15000
3625375,CHINGYZ COMPANY,FL,OSCEOLA,Normal,,1,1,15000
3625924,MOVING QUALITY LLC,FL,MARION,Normal,,1,1,15000
3626285,DEGELMANN TRANSPORT INC,FL,POLK,Normal,,1,1,15000
3626645,M&K SAFELOAD LLC,FL,POLK,Normal,,1,1,15000
3627163,SALOS TRUCKING LLC,FL,DE SOTO,Normal,,1,1,15000
3627355,CRUZIN ROUND LLC,FL,HENDRY,Normal,,1,1,15000
3627406,LV HAULING LLC,FL,OSCEOLA,Normal,,1,1,15000
3627479,DLEON LOGISTICS LLC,FL,PALM BEACH,Normal,,1,1,15000
3627497,S & D LOGISTICS LLC,AL,MOBILE,Normal,,1,1,15000
3627602,ARG FREIGHT INC,FL,ORANGE,Normal,,1,1,15000
3627638,CHARLES TRANSPORTATION SERVICES LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3627933,BARRERA TRANSPORT INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3628500,ONDIGO LOGISTICS LLC,FL,SAINT LUCIE,Normal,,1,1,15000
3628924,HAPPY TRANSPORT EXPRESS INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3629229,TRUE TRUCKING INC,FL,HILLSBOROUGH,Normal,,1,1,15000
3629320,FEP LOGISTICS INC,FL,FLAGLER,Normal,,1,1,15000
3629338,A R TRANSLOGISTICS LLC,FL,OSCEOLA,Normal,,1,1,15000
3629821,N & C TRANS INC,FL,BROWARD,Normal,,1,1,15000
3630333,L&M MORES TRUCKING COMPANY LLC,FL,OSCEOLA,Normal,,1,1,15000
3630359,N AND B AUTO SALES INC,FL,MARION,Normal,,1,1,15000
3630698,BAILEE TRANSPORT LLC,CO,GARFIELD,Normal,,1,1,15000
3630765,LO LOGISTICS LLC,FL,BROWARD,Normal,,1,1,15000
3630925,ALWAYS ON TIME TRANSPORT TOWING & RECOVERY LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3630971,WAT TRANSPORT CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3631044,ROCK OF AGES TRUCKING INC,FL,PALM BEACH,Normal,,1,1,15000
3632397,BAB TRUCKING SOLUTIONS INC,FL,COLLIER,Normal,,1,1,15000
3632449,BLACK PEARL TRUCKING LLC,FL,SAINT JOHNS,Normal,,1,1,15000
3633283,AMERICAN TRUCKING CREDENTIALS & TRANSPORT LLC,FL,BROWARD,Normal,,1,1,15000
3633335,PARMIS LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3633351,D N J LOGISTICS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3633644,ALLIN1BUSINESS LLC,FL,POLK,Normal,,1,1,15000
3633670,RIVERTREE RESOURCES INC,FL,BROWARD,Normal,,1,1,15000
3634017,E&J 247 TRUCKING LOGISTICS LLC,FL,OSCEOLA,Normal,,1,1,15000
3634152,D WATSON SERVICES INC,FL,PASCO,Normal,,1,1,15000
3634188,A3&T LOGISTICS LLC,FL,ALACHUA,Normal,,1,1,15000
3634645,BANTIN ENTERPRISES LLC,FL,BROWARD,Normal,,1,1,15000
3634844,M & L AB LLC,FL,PALM BEACH,Normal,,1,1,15000
3634983,BRIGHT WILL COVER TRANSPORTATION LLC,FL,POLK,Normal,,1,1,15000
3635749,CROSSROADS FLEET LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3635905,TUCKER BOYS TRUCKING LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3636352,FRANCKY TRANSPORTATION LLC,FL,ORANGE,Normal,,1,1,15000
3636580,GROWMENT LLC,FL,BROWARD,Normal,,1,1,15000
3636693,QEFO LOADING EXPRESS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3636709,LINE 3 LOGISTIX LLC,FL,BROWARD,Normal,,1,1,15000
3636762,LJTG DELIVERY SERVICES LLC,FL,LAKE,Normal,,1,1,15000
3636942,GREAT DREAMS TRUCKING LLC,FL,SANTA ROSA,Normal,,1,1,15000
3637038,Y&Y PERFECT TRANSPORTATION CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3637375,PMSR TRANSPORTATION LLC,FL,BROWARD,Normal,,1,1,15000
3637443,DIVEP TRANSPORT INC,FL,POLK,Normal,,1,1,15000
3637454,REDA DISTRIBUTION GROUP LLC,FL,ORANGE,Normal,,1,1,15000
3637526,NAGK SERVICE LLC,FL,OSCEOLA,Normal,,1,1,15000
3638157,PRECISION CARGO LLC,FL,SEMINOLE,Normal,,1,1,15000
3638187,ADVENTURER YD & SIS INC,FL,DUVAL,Normal,,1,1,15000
3638314,LAURENCIO TRUCKING LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3638518,B&S ROAD LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3638789,QUESADA TRUCKING LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3638991,AMADEUS FREIGHT LINE LLC,FL,DUVAL,Normal,,1,1,15000
3639038,SAFE ROUTE TRANSPORT LLC,FL,OSCEOLA,Normal,,1,1,15000
3639571,MGS BUSINESSES LLC,FL,BROWARD,Normal,,1,1,15000
3639771,AJMICHEL CORPORATION INC,FL,PALM BEACH,Normal,,1,1,15000
3640395,JCJ TRANSPORT SOLUTIONS CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3640585,LAK TRANSPORT INC,FL,PASCO,Normal,,1,1,15000
3640815,DM FREIGHTWAYS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3640894,MO DELIVERS LLC,FL,POLK,Normal,,1,1,15000
3640980,WRP TRANSPORT CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3641076,FLORIDA FASTEST FREIGHT LLC,FL,HERNANDO,Normal,,1,1,15000
3641192,ALL POWER TRUCKING LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3641322,COMEAU'S LOGISTICS LLC,FL,POLK,Normal,,1,1,15000
3641453,EECB TRANSPORTATION LLC,FL,DUVAL,Normal,,1,1,15000
3641505,AGM & ASSOCIATES INVESTMENTS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3641632,M P G TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3641730,M J D NETWORK LLC,FL,ESCAMBIA,Normal,,1,1,15000
3641734,HANS M TRUCKING LLC,FL,ORANGE,Normal,,1,1,15000
3641848,BKLYN FINEST VENTURES LLC,FL,ORANGE,Normal,,1,1,15000
3642147,CR 5 STAR TRANSPORTATION LLC,FL,POLK,Normal,,1,1,15000
3642440,CHOWTIME12INC,FL,DUVAL,Normal,,1,1,15000
3642461,CB EXPRESS TRANSPORT LLC,FL,ORANGE,Normal,,1,1,15000
3642736,JOSEY LOGISTICS LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3642998,MARIAM BRAVO LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3643286,D&R STAR TRANSPORT GROUP INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3643687,W CARABALLO TRANSPORT INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3643789,TWELVE TRANSPORTATION LLC,FL,ORANGE,Normal,,1,1,15000
3644212,Y & G PARTNERSHIP LLC,FL,LAKE,Normal,,1,1,15000
3644345,QUICK SIXX LOGISTICS LLC,FL,HERNANDO,Normal,,1,1,15000
3644624,M & G LOGISTICS SERVICES LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3644793,B SIN TRANSPORT LLC,FL,LEE,Normal,,1,1,15000
3645086,MONDII TRUCKING LLC,FL,DUVAL,Normal,,1,1,15000
3645555,XTRA MILE TRANSPORTATION & SERVICES LLC,FL,PALM BEACH,Normal,,1,1,15000
3645666,SNAKE LOGISTICS CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3645939,JOKKER FREIGHT CORP,FL,LEE,Normal,,1,1,15000
3646042,TRAVEL WIDE TRUCKING LLC,FL,SEMINOLE,Normal,,1,1,15000
3646211,GH & W LOGISTICS LLC,FL,ORANGE,Normal,,1,1,15000
3646256,LZM TRANSPORTATION INC,FL,ORANGE,Normal,,1,1,15000
3646388,PEREZ CARGO TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,1,1,15000
3646409,WCL LOGISTICS LLC,FL,PINELLAS,Normal,,1,1,15000
3646864,US MORA LOGISTICS CORP,FL,SAINT LUCIE,Normal,,1,1,15000
3647079,T BOYD TRUCKIN LLC,FL,ORANGE,Normal,,1,1,15000
3647092,BONESUGAR TRUCKING LLC,FL,DUVAL,Normal,,1,1,15000
3647268,HENDRY TRUCKING LLC,FL,DUVAL,Normal,,1,1,15000
3647334,WAYNE TW LOGISTIC LLC,FL,ORANGE,Normal,,1,1,15000
3647371,COCO'S FAMILY TRANSPORT LLC,FL,SAINT LUCIE,Normal,,1,1,15000
3647431,ALL THE WAY TRUCK SERVICES LLC,FL,PALM BEACH,Normal,,1,1,15000
3647589,ROAD WARRIOR TRUCKING LLC,FL,BROWARD,Normal,,1,1,15000
3647927,HEAVYBOY TRUCKING LLC,FL,VOLUSIA,Normal,,1,1,15000
3648030,JBP LOGISTICS TRANSPORT LLC,FL,SEMINOLE,Normal,,1,1,15000
3648308,BLACKGARDEN EXPRESS LLC,FL,POLK,Normal,,1,1,15000
3648433,CARBALLEA EXPRESS LLC,FL,PINELLAS,Normal,,1,1,15000
3648519,YMY TRANSPORTATION SOLUTIONS LLC,FL,ORANGE,Normal,,1,1,15000
3648603,BELLOJ TRANSPORT INC,FL,HILLSBOROUGH,Normal,,1,1,15000
3648634,FERVITRANS LLC,FL,PASCO,Normal,,1,1,15000
3648968,HLP TRUCKING LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3648977,J & J EXPRESS ROAD INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3649003,MIAMEX INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3649206,ZALAH TRUCKING LLC,FL,BROWARD,Normal,,1,1,15000
3649213,STEBBINGS LOGISTICS LLC,FL,ORANGE,Normal,,1,1,15000
3649358,T-N-T TRUCKING CO LLC,FL,LEE,Normal,,1,1,15000
3649412,LION OF JUDAH LOGISTICS LLC,FL,DUVAL,Normal,,1,1,15000
3649559,SHO DIY INC,OH,STARK,Normal,,1,1,15000
3649621,JOSE GILBERTO ROMAN GARCIA,FL,HILLSBOROUGH,Normal,,1,1,15000
3649817,ONLY POINT TRANSPORT CORP,FL,BROWARD,Normal,,1,1,15000
3649847,REAL DREAM TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3649869,AMERICAN FIRST TRANSPORT CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3649919,FIGUEROA TRANSPORT INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3649927,BRONCOS CARRIER LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3650042,ESA SOLUTIONS LLC,FL,ORANGE,Normal,,1,1,15000
3650399,JSG LOGISTICS LLC,FL,ESCAMBIA,Normal,,1,1,15000
3650993,DANIEL TRANSPORT CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3651047,CLARK LOGISTICS INC,FL,DUVAL,Normal,,1,1,15000
3651095,PHOENYXX LLC,FL,LAKE,Normal,,1,1,15000
3651103,DEAN LOGISTICS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3651369,G & Y TRUCK INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3651407,SOFI TRUCKING LLC,OH,MONTGOMERY,Normal,,1,1,15000
3651433,LOWES LOGISTICS INC,FL,ORANGE,Normal,,1,1,15000
3651780,LODG TRANSPORT INC,FL,SUWANNEE,Normal,,1,1,15000
3651808,SINGLETON TC LLC,FL,DUVAL,Normal,,1,1,15000
3651862,CROSSBREED TRUCKING LLC,FL,POLK,Normal,,1,1,15000
3651866,EARLY BIRD EXPRESS LLC,FL,PALM BEACH,Normal,,1,1,15000
3652014,MRR UNITED LLC,FL,BROWARD,Normal,,1,1,15000
3652181,ARCIA TRUCK LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3652262,JAEDA TRUCKING LLC,FL,POLK,Normal,,1,1,15000
3652532,C CARRIER LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3652653,AMILA TRUCKING LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3652694,CAMPILLO EXPRESS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3652752,BLUE CARRIER INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3653116,JJ WORK ENTERPRISE LLC,FL,ORANGE,Normal,,1,1,15000
3653185,TOP NOTCH DELIVERY & MOVING LLC,FL,DUVAL,Normal,,1,1,15000
3653186,HALF TIME TRUCKING LLC,FL,ESCAMBIA,Normal,,1,1,15000
3653193,HRY LOGISTIC LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3653236,PREMIER FREIGHT SOLUTIONS LLC,FL,BROWARD,Normal,,1,1,15000
3653358,U S A PRIME LOGISTICS INC,FL,PALM BEACH,Normal,,1,1,15000
3653521,BILLYS TOYS TRANSPORT LLC,FL,SEMINOLE,Normal,,1,1,15000
3653521,BILLYS TOYS TRANSPORT LLC,FL,SEMINOLE,Normal,,1,1,15000
3653627,BOUIE TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3654019,J&F BROTHER LLC,FL,POLK,Normal,,1,1,15000
3654225,ALI EXPRESS TRUCKING LLC,FL,LAKE,Normal,,1,1,15000
3654318,D & Y LOGISTICS CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3654697,AT TRANSPORTATION LLC,FL,BROWARD,Normal,,1,1,15000
3654946,ALL YEAR TRANSPORT INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3655246,JIMENEZ ACM TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3655412,JP FAST TRANSPORT SERVICE LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3656192,BRAD WOLF TRUCKING LLC,PA,YORK,Normal,,1,1,15000
3656281,KJ BRAVO TRUCKING & DELIVERY LLC,FL,ORANGE,Normal,,1,1,15000
3656434,LUMA CARGO LLC,FL,DUVAL,Normal,,1,1,15000
3656462,PDL EXPRESS LLC,FL,PINELLAS,Normal,,1,1,15000
3656585,RPT TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3656669,ARB TRANSPORT EXPRESS CORP,FL,MIAMI-DADE,High Risk,,1,1,17500
3656731,ILAZ EXPRESS INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3656966,MAKOUT TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3657042,SI TRANS LOGISTICS LLC,FL,ORANGE,Normal,,1,1,15000
3657078,T&D FREIGHT LLC,FL,PINELLAS,Normal,,1,1,15000
3657260,T&E TRANSPORTATION GROUP LLC,FL,PALM BEACH,Normal,,1,1,15000
3657467,EAGLE MAN TRANSPORT LLC,FL,BROWARD,Normal,,1,1,15000
3657473,RS GROUP ENTERPRISES LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3657504,JAMROC GLOBAL TRANSPORT LLC,FL,ORANGE,Normal,,1,1,15000
3657540,MY FAMILIA LOGISTICS LLC,FL,OSCEOLA,Normal,,1,1,15000
3657823,EDDY REPAIR LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3657841,A TECH PLUS INC,FL,BROWARD,Normal,,1,1,15000
3657966,GREY STAR EXPRESS INC,FL,BREVARD,Normal,,1,1,15000
3658016,POPE & LUIS TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3658131,PAULO TRUCKING INC,FL,PALM BEACH,Normal,,1,1,15000
3658171,ARAI TRANSPORT CORP,FL,VOLUSIA,Normal,,1,1,15000
3658535,AEN TRANSPORT INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3658540,FINEST AC TRUCKING INC,FL,MIAMI-DADE,High Risk,,1,1,17500
3658589,RVB TRANSPORT LLC,FL,BROWARD,Normal,,1,1,15000
3658686,JEAN TRUCKING INC,FL,ORANGE,Normal,,1,1,15000
3658724,ADS TRUCKING COMPANY LLC,FL,SAINT LUCIE,Normal,,1,1,15000
3658739,ACE OF HEARTS LLC,FL,SUMTER,Normal,,1,1,15000
3658815,4 GATORS TRUCKING LLC,FL,OSCEOLA,Normal,,1,1,15000
3658840,GREAT WAY EXPRESS INC,FL,DUVAL,Normal,,1,1,15000
3658843,CARTY TRUCKING & LOGISTICS LLC,FL,OSCEOLA,Normal,,1,1,15000
3659081,TRACTION N TRANSIT LLC,FL,ORANGE,Normal,,1,1,15000
3659115,DAVIS AND SONS TRANSPORTATION INC,FL,BROWARD,Normal,,1,1,15000
3659143,ELIJAH'S TRUCK LINES LLC,FL,ORANGE,Normal,,1,1,15000
3659250,MILBE & FAMILY TRANSPORTATION LLC,FL,LEE,Normal,,1,1,15000
3659255,SSU TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
3659500,CHEESMAN BROS TRANSPORT LLC,FL,OSCEOLA,Normal,,1,1,15000
3659697,MAC TRANSPORTATION LLC,FL,ESCAMBIA,Normal,,1,1,15000
3659797,KBJ SOUTH AMERICAN TRANSPORT INC,FL,HILLSBOROUGH,Normal,,1,1,15000
3659810,INTERNATIONAL TRANSPORTATION SOLUTIONS LLC,FL,MIAMI-DADE,High Risk,,1,1,17500
